doy,dow,month,highpricemwh,lowpricemwh,price,change,vol,numt,numc,date,mean_price,dm_price,highsd,avgsd,lowsd,fogsd,rainsd,raintsd,rainfsd,highla,avgla,lowla,fogla,rainla,raintla,rainfla,cloudsd,cloudla,multtemp,addtemp,predprice,cloud,datename,totalest,accommodationandfoodservices,administrativeandsupportandwaste,agricultureforestryfishingandhun,artsentertainmentandrecreation,construction,educationalservices,financeandinsurance,healthcareandsocialassistance,industriesnotclassified,information,managementofcompaniesandenterpri,manufacturing,mining,otherservicesexceptpublicadminis,professionalscientificandtechnic,realestateandrentalandleasing,retailtrade,transportationandwarehousing,utilities,wholesaletrade,totalemp,accommodationandfoodservicesempl,v25,v26,artsentertainmentandrecreationem,constructionemployees,educationalservicesemployees,financeandinsuranceemployees,healthcareandsocialassistanceemp,industriesnotclassifiedemployees,informationemployees,v34,manufacturingemployees,miningemployees,v37,v38,realestateandrentalandleasingemp,retailtradeemployees,transportationandwarehousingempl,utilitiesemployees,wholesaletradeemployees,totalpay,accommodationandfoodservicespayr,v46,v47,artsentertainmentandrecreationpa,constructionpayroll,educationalservicespayroll,financeandinsurancepayroll,healthcareandsocialassistancepay,industriesnotclassifiedpayroll,informationpayroll,v55,manufacturingpayroll,miningpayroll,v58,v59,realestateandrentalandleasingpay,retailtradepayroll,transportationandwarehousingpayr,utilitiespayroll,wholesaletradepayroll,totalpayint,totalempint,totalestint,ngprice,_merge
177,2,6,29.25,28.5,29.16,.65,,22,10,19166,56.065453,-26.905453,70,67,63,0,0,0,0,70,67,63,0,0,0,0,0,0,4489,134,39.470764,0,06/22/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25972461.23351648,935660.0549450549,62928.62362637363,2.5,matched (3)
,,,,,,,,,,19167,,,71,67,62,0,0,0,0,71,67,62,0,0,0,0,0,0,4489,134,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25974852.43956044,935749.8681318681,62929.7032967033,,master only (1)
,,,,,,,,,,19168,,,70,66,62,0,0,0,0,70,66,62,0,0,0,0,0,0,4356,132,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25977243.64560439,935839.6813186815,62930.78296703297,,master only (1)
178,3,6,31,30.5,30.84,1.68,,15,12,19169,58.273003,-27.433002,72,67,62,0,0,0,0,72,67,62,0,0,0,0,0,0,4489,134,39.460579,0,06/25/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25979634.85164835,935929.4945054946,62931.86263736263,2.7,matched (3)
179,4,6,32,31,31.49,.65,,52,18,19170,56.22625,-24.73625,72,68,63,0,0,0,0,72,68,63,0,0,0,0,0,0,4624,136,41.878395,0,06/26/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25982026.0576923,936019.3076923077,62932.94230769231,2.7,matched (3)
180,5,6,34.25,33.5,33.740002,2.25,,31,15,19171,45.550907,-11.810905,76,68,60,0,0,0,0,76,68,60,0,0,0,0,0,0,4624,136,40.021481,0,06/27/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25984417.26373626,936109.1208791209,62934.02197802198,2.8699999,matched (3)
181,6,6,30.75,30.25,30.52,-3.22,,33,17,19172,46.776669,-16.256668,73,68,63,0,0,0,0,73,68,63,0,0,0,0,0,0,4624,136,40.233574,0,06/28/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25986808.46978022,936198.934065934,62935.10164835164,2.8099999,matched (3)
184,2,7,34.5,33.75,34.07,3.55,,29,16,19173,65.864998,-31.794998,73,68,62,0,0,0,0,73,68,62,0,0,0,0,0,0,4624,136,42.030586,0,06/29/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25989199.67582417,936288.7472527472,62936.18131868132,2.74,matched (3)
,,,,,,,,,,19174,,,73,68,62,0,0,0,0,73,68,62,0,0,0,0,0,0,4624,136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25991590.88186813,936378.5604395606,62937.26098901099,,master only (1)
,,,,,,,,,,19175,,,72,68,64,0,0,0,0,72,68,64,0,0,0,0,0,0,4624,136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25993982.08791209,936468.3736263737,62938.34065934065,,master only (1)
185,3,7,31,30,30.610001,-3.46,,32,19,19176,30.610001,0,72,68,63,0,0,0,0,72,68,63,0,0,0,0,0,0,4624,136,42.56757,0,07/02/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25996373.29395604,936558.1868131869,62939.42032967033,2.73,matched (3)
187,5,7,30.5,30,30.360001,-.25,,28,18,19177,52.720833,-22.360832,68,66,63,0,0,0,0,68,66,63,0,0,0,0,0,0,4356,132,41.014214,0,07/03/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25998764.5,936648,62940.5,2.78,matched (3)
,,,,,,,,,,19178,,,68,65,62,0,0,0,0,68,65,62,0,0,0,0,0,0,4225,130,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26001155.70604396,936737.8131868131,62941.57967032967,,master only (1)
188,6,7,33,32.5,32.75,2.39,,21,15,19179,45.392727,-12.642727,67,65,62,0,1,0,0,67,65,62,0,1,0,0,1,1,4225,130,38.473263,2,07/05/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26003546.91208791,936827.6263736263,62942.65934065935,2.9000001,matched (3)
191,2,7,47,45,46.32,13.57,,70,24,19180,59.494545,-13.174545,69,66,63,0,0,0,0,69,66,63,0,0,0,0,0,0,4356,132,45.16573,0,07/06/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26005938.11813187,936917.4395604397,62943.73901098901,2.9400001,matched (3)
,,,,,,,,,,19181,,,73,69,64,0,0,0,0,73,69,64,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26008329.32417583,937007.2527472528,62944.81868131868,,master only (1)
,,,,,,,,,,19182,,,72,68,64,0,0,0,0,72,68,64,0,0,0,0,0,0,4624,136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26010720.53021978,937097.065934066,62945.89835164836,,master only (1)
192,3,7,48,46,46.849998,.53,,51,23,19183,61.182999,-14.333,73,68,63,0,0,0,0,73,68,63,0,0,0,0,0,0,4624,136,44.237595,0,07/09/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26013111.73626374,937186.8791208791,62946.97802197802,2.79,matched (3)
193,4,7,46.5,45.75,46.049999,-.8,,36,21,19184,56.521999,-10.472,73,68,63,0,0,0,0,73,68,63,0,0,0,0,0,0,4624,136,42.829056,0,07/10/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26015502.94230769,937276.6923076923,62948.05769230769,2.8699999,matched (3)
194,5,7,47.5,45.5,46.560001,.51,,67,25,19185,48.569,-2.0089989,76,70,64,0,0,0,0,76,70,64,0,0,0,0,0,0,4900,140,44.645088,0,07/11/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26017894.14835165,937366.5054945056,62949.13736263737,2.72,matched (3)
195,6,7,39,38.25,38.900002,-7.66,,36,20,19186,49.153637,-10.253635,74,70,65,0,0,0,0,74,70,65,0,0,0,0,0,0,4900,140,41.940815,0,07/12/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26020285.35439561,937456.3186813188,62950.21703296703,2.8299999,matched (3)
198,2,7,34,33.5,33.810001,-5.09,,20,13,19187,58.799091,-24.98909,75,70,64,0,0,0,0,75,70,64,0,0,0,0,0,0,4900,140,41.195057,0,07/13/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26022676.56043956,937546.1318681319,62951.2967032967,2.8800001,matched (3)
,,,,,,,,,,19188,,,81,74,66,0,1,0,0,81,74,66,0,1,0,0,1,1,5476,148,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26025067.76648352,937635.9450549451,62952.37637362638,,master only (1)
,,,,,,,,,,19189,,,81,74,66,0,0,0,0,81,74,66,0,0,0,0,0,0,5476,148,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26027458.97252747,937725.7582417582,62953.45604395604,,master only (1)
199,3,7,31,30,30.540001,-3.27,,20,15,19190,64.035004,-33.495003,72,68,64,0,0,0,0,72,68,64,0,0,0,0,0,0,4624,136,41.070427,0,07/16/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26029850.17857143,937815.5714285714,62954.53571428571,2.9200001,matched (3)
200,4,7,31.5,31,31.129999,.59,,51,19,19191,60.066998,-28.936998,69,66,63,0,0,0,0,69,66,63,0,0,0,0,0,0,4356,132,42.320137,0,07/17/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26032241.38461538,937905.3846153847,62955.61538461538,2.8299999,matched (3)
201,5,7,31.75,31.25,31.42,.29,,23,14,19192,56.112,-24.691999,72,68,64,0,0,0,0,72,68,64,0,0,0,0,0,0,4624,136,39.968952,0,07/18/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26034632.59065934,937995.1978021979,62956.69505494506,2.8399999,matched (3)
202,6,7,34,32.700001,33.43,2.01,,48,25,19193,55.841816,-22.411816,80,72,63,0,0,0,0,80,72,63,0,0,0,0,0,0,5184,144,44.033806,0,07/19/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26037023.79670329,938085.010989011,62957.77472527472,2.99,matched (3)
205,2,7,41.75,40,41.400002,7.97,,82,27,19194,57.932499,-16.532497,75,72,68,0,0,0,0,75,72,68,0,0,0,0,0,0,5184,144,47.224655,0,07/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26039415.00274725,938174.8241758242,62958.85439560439,3.03,matched (3)
,,,,,,,,,,19195,,,79,73,67,0,0,0,0,79,73,67,0,0,0,0,0,0,5329,146,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26041806.20879121,938264.6373626373,62959.93406593407,,master only (1)
,,,,,,,,,,19196,,,75,71,67,0,0,0,0,75,71,67,0,0,0,0,0,0,5041,142,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26044197.41483516,938354.4505494505,62961.01373626373,,master only (1)
206,3,7,40.25,39.25,39.610001,-1.79,,36,17,19197,57.315556,-17.705555,74,71,67,0,0,0,0,74,71,67,0,0,0,0,0,0,5041,142,42.500088,0,07/23/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26046588.62087912,938444.2637362638,62962.09340659341,3.05,matched (3)
207,4,7,36,35.25,35.509998,-4.1,,47,15,19198,51.048889,-15.538891,72,69,66,0,0,0,0,72,69,66,0,0,0,0,0,0,4761,138,41.442196,0,07/24/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26048979.82692308,938534.076923077,62963.17307692308,3.1600001,matched (3)
208,5,7,34.25,33.5,34.09,-1.42,,21,9,19199,54.705002,-20.615002,73,70,66,0,0,0,0,73,70,66,0,0,0,0,0,0,4900,140,38.705917,0,07/25/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26051371.03296703,938623.8901098901,62964.25274725274,3.1900001,matched (3)
209,6,7,33.450001,32.5,33.02,-1.07,,42,17,19200,54.664444,-21.644444,73,69,65,0,0,0,0,73,69,65,0,0,0,0,0,0,4761,138,41.043716,0,07/26/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26053762.23901099,938713.7032967033,62965.33241758242,3.1300001,matched (3)
212,2,7,41.25,39.75,40.349998,7.33,,53,16,19201,52.014999,-11.665001,73,69,65,0,0,0,0,73,69,65,0,0,0,0,0,0,4761,138,42.765949,0,07/27/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26056153.44505494,938803.5164835164,62966.41208791209,3.0999999,matched (3)
,,,,,,,,,,19202,,,72,69,66,0,0,0,0,72,69,66,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26058544.6510989,938893.3296703298,62967.49175824175,,master only (1)
,,,,,,,,,,19203,,,72,69,65,0,0,0,0,72,69,65,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26060935.85714286,938983.142857143,62968.57142857143,,master only (1)
213,3,7,36,35.5,35.720001,-4.63,,30,15,19204,52.329166,-16.609165,72,68,63,0,0,0,0,72,68,63,0,0,0,0,0,0,4624,136,41.317402,0,07/30/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26063327.06318681,939072.9560439561,62969.6510989011,3.1400001,matched (3)
214,4,8,36.5,34.5,35.330002,-.39,,41,17,19205,52.548,-17.217999,72,68,64,0,0,0,0,72,68,64,0,0,0,0,0,0,4624,136,42.197014,0,07/31/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26065718.26923077,939162.7692307692,62970.73076923077,3.2,matched (3)
215,5,8,36.5,35.75,35.939999,.61,,25,15,19206,50.332001,-14.392002,73,70,66,0,0,0,0,73,70,66,0,0,0,0,0,0,4900,140,41.051109,0,08/01/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26068109.47527473,939252.5824175824,62971.81043956044,3.2,matched (3)
216,6,8,35.25,33.75,34.580002,-1.36,,29,20,19207,47.74818,-13.168179,75,71,66,0,0,0,0,75,71,66,0,0,0,0,0,0,5041,142,42.359962,0,08/02/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26070500.68131868,939342.3956043955,62972.89010989011,3.1600001,matched (3)
219,2,8,37,36.25,36.700001,2.12,,55,18,19208,49.170834,-12.470833,74,71,67,0,0,0,0,74,71,67,0,0,0,0,0,0,5041,142,44.152462,0,08/03/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26072891.88736264,939432.2087912089,62973.96978021978,2.9100001,matched (3)
,,,,,,,,,,19209,,,71,68,65,0,0,0,0,71,68,65,0,0,0,0,0,0,4624,136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26075283.0934066,939522.0219780221,62975.04945054945,,master only (1)
,,,,,,,,,,19210,,,73,69,65,0,0,0,0,73,69,65,0,0,0,0,0,0,4761,138,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26077674.29945055,939611.8351648352,62976.12912087912,,master only (1)
220,3,8,44.75,43,43.470001,6.77,,82,23,19211,57.366669,-13.896667,74,71,67,0,0,0,0,74,71,67,0,0,0,0,0,0,5041,142,45.882572,0,08/06/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26080065.50549451,939701.6483516484,62977.20879120879,2.9000001,matched (3)
221,4,8,53.5,49,51.169998,7.7,,94,26,19212,53.242001,-2.0720024,77,72,66,0,0,0,0,77,72,66,0,0,0,0,0,0,5184,144,46.790699,0,08/07/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26082456.71153846,939791.4615384615,62978.28846153846,2.99,matched (3)
222,5,8,66.75,59,64.160004,12.99,,129,30,19213,53.638,10.522003,79,74,69,0,0,0,0,79,74,69,0,0,0,0,0,0,5476,148,48.722179,0,08/08/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26084847.91758242,939881.2747252746,62979.36813186813,2.97,matched (3)
223,6,8,58,55,56.400002,-7.76,,114,27,19214,53.284546,3.1154556,80,75,70,0,0,0,0,80,75,70,0,0,0,0,0,0,5625,150,47.168564,0,08/09/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26087239.12362637,939971.087912088,62980.4478021978,2.8900001,matched (3)
226,2,8,53,50,52.380001,-4.02,,81,23,19215,56.312729,-3.9327278,79,74,69,0,0,0,0,79,74,69,0,0,0,0,0,0,5476,148,46.748413,0,08/10/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26089630.32967033,940060.9010989012,62981.52747252747,2.8399999,matched (3)
,,,,,,,,,,19216,,,82,76,70,0,0,0,0,82,76,70,0,0,0,0,0,0,5776,152,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26092021.53571428,940150.7142857143,62982.60714285714,,master only (1)
,,,,,,,,,,19217,,,81,75,69,0,0,0,0,81,75,69,0,0,0,0,0,0,5625,150,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26094412.74175824,940240.5274725275,62983.68681318681,,master only (1)
227,3,8,59.700001,55,57.950001,5.57,,140,27,19218,59.740002,-1.7900009,85,79,72,0,0,0,0,85,79,72,0,0,0,0,0,0,6241,158,49.765041,0,08/13/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26096803.94780219,940330.3406593406,62984.76648351648,2.77,matched (3)
228,4,8,63.5,55,60.150002,2.2,,171,29,19219,58.862,1.288002,82,77,72,0,0,0,0,82,77,72,0,0,0,0,0,0,5929,154,50.368557,0,08/14/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26099195.15384615,940420.153846154,62985.84615384616,2.79,matched (3)
229,5,8,72,62,65.75,5.6,,119,25,19220,55.355999,10.394001,80,76,71,0,0,0,0,80,76,71,0,0,0,0,0,0,5776,152,47.286549,0,08/15/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26101586.35989011,940509.9670329671,62986.92582417582,2.8199999,matched (3)
230,6,8,45,41.75,43.23,-22.52,,74,21,19221,50.504547,-7.2745476,78,74,70,0,0,0,0,78,74,70,0,0,0,0,0,0,5476,148,44.224392,0,08/16/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26103977.56593406,940599.7802197803,62988.00549450549,2.78,matched (3)
233,2,8,40.75,38,39.799999,-3.43,,55,20,19222,50.408184,-10.608185,81,77,72,0,0,0,0,81,77,72,0,0,0,0,0,0,5929,154,45.677288,0,08/17/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26106368.77197802,940689.5934065934,62989.08516483517,2.7,matched (3)
,,,,,,,,,,19223,,,85,79,72,0,0,0,0,85,79,72,0,0,0,0,0,0,6241,158,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26108759.97802198,940779.4065934066,62990.16483516483,,master only (1)
,,,,,,,,,,19224,,,86,79,72,0,0,0,0,86,79,72,0,0,0,0,0,0,6241,158,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26111151.18406593,940869.2197802197,62991.24450549451,,master only (1)
234,3,8,40.5,38.5,38.91,-.89,,65,18,19225,53.718998,-14.808998,82,78,73,0,0,0,0,82,78,73,0,0,0,0,0,0,6084,156,45.04755,0,08/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26113542.39010989,940959.0329670331,62992.32417582418,2.75,matched (3)
235,4,8,38,37.25,37.529999,-1.38,,49,17,19226,52.192001,-14.662003,79,75,71,0,0,0,0,79,75,71,0,0,0,0,0,0,5625,150,43.436672,0,08/21/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26115933.59615385,941048.8461538462,62993.40384615384,2.8,matched (3)
236,5,8,36.150002,35.25,35.810001,-1.72,,48,22,19227,51.48,-15.669998,75,73,70,0,0,0,0,75,73,70,0,0,0,0,0,0,5329,146,44.167107,0,08/22/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26118324.8021978,941138.6593406594,62994.48351648352,2.8,matched (3)
237,6,8,33.75,33.25,33.459999,-2.35,,15,10,19228,48.864544,-15.404545,74,72,69,0,0,0,0,74,72,69,0,0,0,0,0,0,5184,144,39.161137,0,08/23/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26120716.00824176,941228.4725274725,62995.56318681319,2.8099999,matched (3)
240,2,8,37.25,36.450001,36.950001,3.49,,26,15,19229,51.482727,-14.532726,76,73,70,0,0,0,0,76,73,70,0,0,0,0,0,0,5329,146,42.835472,0,08/24/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26123107.21428572,941318.2857142857,62996.64285714286,2.8099999,matched (3)
,,,,,,,,,,19230,,,73,71,68,0,1,0,0,73,71,68,0,1,0,0,1,1,5041,142,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26125498.42032967,941408.0989010988,62997.72252747253,,master only (1)
,,,,,,,,,,19231,,,74,71,67,0,0,0,0,74,71,67,0,0,0,0,0,0,5041,142,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26127889.62637363,941497.9120879122,62998.8021978022,,master only (1)
241,3,8,43.75,39,42.459999,5.51,,54,22,19232,67.205002,-24.745003,76,71,66,0,0,0,0,76,71,66,0,0,0,0,0,0,5041,142,44.890846,0,08/27/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26130280.83241758,941587.7252747254,62999.88186813187,2.8,matched (3)
242,4,8,46.5,45.25,45.810001,3.35,,70,21,19233,52.709091,-6.8990898,80,74,67,0,0,0,0,80,74,67,0,0,0,0,0,0,5476,148,45.000977,0,08/28/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26132672.03846154,941677.5384615385,63000.96153846154,2.71,matched (3)
243,5,8,43.5,41.75,42.18,-3.63,,87,18,19234,47.681252,-5.5012512,80,74,68,0,0,0,0,80,74,68,0,0,0,0,0,0,5476,148,44.082569,0,08/29/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26135063.24450549,941767.3516483516,63002.04120879121,2.6400001,matched (3)
245,7,9,35,34.5,34.740002,-7.44,,23,11,19235,48.086666,-13.346664,78,73,67,1,0,0,0,78,73,67,1,0,0,0,1,1,5329,146,38.923988,2,08/30/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26137454.45054945,941857.1648351648,63003.12087912088,2.72,matched (3)
248,3,9,44.25,43.5,44,9.26,,37,16,19236,47.674442,-3.6744423,80,76,71,0,0,0,0,80,76,71,0,0,0,0,0,0,5776,152,43.880238,0,08/31/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26139845.6565934,941946.9780219782,63004.20054945055,2.72,matched (3)
,,,,,,,,,,19237,,,81,77,72,0,0,0,0,81,77,72,0,0,0,0,0,0,5929,154,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26142236.86263736,942036.7912087913,63005.28021978022,,master only (1)
,,,,,,,,,,19238,,,83,76,68,0,0,0,0,83,76,68,0,0,0,0,0,0,5776,152,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26144628.06868131,942126.6043956045,63006.35989010989,,master only (1)
,,,,,,,,,,19239,,,79,74,68,0,0,0,0,79,74,68,0,0,0,0,0,0,5476,148,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26147019.27472527,942216.4175824176,63007.43956043956,,master only (1)
249,4,9,44,43.25,43.599998,-.4,,77,22,19240,57.088749,-13.48875,79,73,66,0,0,0,0,79,73,66,0,0,0,0,0,0,5329,146,45.766262,0,09/04/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26149410.48076923,942306.2307692308,63008.51923076923,2.8099999,matched (3)
